host_response_rate,host_identity_verified,host_total_listings_count,is_location_exact,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
100,1,4,1,8,2,7700,1,226,86.0,0,2,5.64,1
100,1,1,1,8,3,7900,1,53,97.0,0,0,2.16,1
100,1,2,1,0,3,4500,1,19,93.0,0,1,1.57,1
100,1,2,1,0,1,8100,1,17,96.0,1,2,2.67,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
100,1,1,0,0,2,17500,1,39,93.0,0,2,1.61,1
100,0,4,1,8,2,17000,2,2,80.0,0,0,0.42,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
100,1,3,1,0,3,9900,3,25,83.0,0,1,2.57,1
100,0,1,1,0,2,17500,4,62,89.0,1,2,1.29,1
100,1,4,1,0,6,28500,2,10,90.0,0,1,4.92,1
100,1,13,1,0,2,13500,1,236,87.0,1,2,6.45,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,0,1,1,0,1,3000,1,8,73.0,1,0,6.15,1
100,1,1,1,0,4,22500,2,83,98.0,1,2,3.42,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
71,1,1,1,0,2,14000,2,24,88.0,0,2,2.17,1
100,1,4,1,1,2,6000,1,8,95.0,0,2,0.52,1
100,1,1,1,0,4,23900,2,103,98.0,0,2,4.09,1
100,1,2,1,0,1,8000,1,12,80.0,0,2,0.37,1
100,0,1,1,0,2,9500,3,10,94.0,0,0,1.71,1
90,1,1,1,0,3,9500,1,53,99.0,0,2,2.07,1
95,1,6,1,8,2,6500,30,36,87.0,0,2,1.69,1
100,1,4,1,0,6,28500,2,10,90.0,0,1,4.92,1
100,0,37,1,0,5,28500,3,3,93.0,0,2,0.71,1
100,1,1,1,4,1,8900,1,48,91.0,1,2,2.0,1
100,0,2,1,0,2,4100,1,6,93.0,1,2,5.29,1
100,1,5,1,0,1,5600,3,20,86.0,0,1,0.51,1
100,1,8,1,0,2,8000,1,19,94.0,1,0,6.55,1
100,0,1,1,0,2,9500,3,10,94.0,0,0,1.71,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,7,1,8,3,6300,1,232,97.0,1,0,6.48,1
100,1,1,1,9,3,10000,1,3,93.0,1,0,3.0,1
89,1,558,1,0,2,26900,3,5,90.0,0,3,0.09,1
95,1,8,0,0,2,15000,1,74,97.0,0,1,4.81,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
100,0,11,1,0,4,13500,1,7,47.0,0,2,1.62,1
100,1,1,0,0,2,9400,2,8,70.0,0,2,4.0,1
100,1,4,1,8,2,9500,1,215,86.0,0,2,5.35,1
92,0,4,1,8,2,7500,3,40,91.0,1,0,2.38,1
100,1,2,1,0,2,9100,2,179,96.0,0,1,4.73,1
100,1,7,1,0,2,9900,1,174,75.0,1,0,7.7,1
100,1,1,1,0,2,20000,3,28,93.0,1,1,1.96,1
100,1,7,1,8,1,4700,1,108,98.0,1,0,2.82,1
94,1,5,1,8,4,8100,1,23,90.0,1,0,0.91,1
100,1,1,1,0,6,24000,3,108,95.0,0,2,2.25,1
100,1,3,1,8,2,9000,2,139,93.0,1,1,6.77,1
100,0,12,1,0,3,18900,3,12,98.0,0,2,0.58,1
73,1,4,1,8,2,4600,2,18,82.0,1,2,1.46,1
100,0,9,0,0,1,4800,5,4,65.0,0,1,0.35,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
85,0,3,0,0,2,16500,1,111,87.0,0,2,5.78,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
100,1,1,1,0,4,15200,3,19,91.0,1,1,3.65,1
100,1,4,1,0,6,23400,1,57,94.0,1,1,5.61,1
100,1,5,1,0,4,25500,1,64,96.0,0,2,6.6,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
100,1,6,1,0,4,30600,1,192,97.0,0,2,4.72,1
100,0,4,1,0,1,8500,1,37,85.0,0,2,2.33,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
100,0,12,1,0,4,24900,3,11,98.0,0,2,0.6,1
100,1,13,1,0,2,12500,1,171,92.0,1,2,6.23,1
100,1,3,1,8,7,50000,1,112,93.0,0,2,4.4,1
30,0,1,1,0,6,29000,3,35,86.0,0,2,0.77,1
100,1,7,1,0,2,6000,2,32,78.0,0,2,5.33,1
100,1,13,1,0,2,13500,1,236,87.0,1,2,6.45,1
100,0,12,1,0,4,23900,3,16,93.0,0,2,0.91,1
97,1,4,0,0,6,30000,1,78,85.0,0,1,3.77,1
90,1,3,0,0,2,15000,1,8,88.0,0,0,1.11,1
100,1,8,1,0,2,8500,2,14,82.0,0,1,0.55,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,1,1,0,4,22000,2,72,96.0,0,2,6.22,1
100,1,3,1,0,2,11000,28,4,75.0,0,2,0.24,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
100,1,2,1,8,2,10000,1,62,97.0,0,0,4.39,1
100,1,307,1,0,5,23200,2,22,92.0,0,2,1.24,1
100,1,6,0,0,8,17900,1,34,83.0,1,1,2.33,1
100,1,11,1,11,6,16500,1,84,87.0,0,2,1.53,1
100,1,1,1,8,5,6900,3,160,98.0,0,2,2.66,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
100,1,2,1,8,7,26000,2,35,94.0,0,2,1.87,1
94,0,5,1,0,4,22500,3,13,100.0,0,3,0.18,1
100,1,1,1,0,6,20000,1,132,96.0,1,2,2.62,1
100,1,4,1,0,5,15000,1,59,84.0,1,1,5.28,1
100,1,2,1,11,4,17500,1,36,96.0,0,2,8.12,1
100,1,1,1,4,3,3500,1,49,88.0,0,2,6.77,1
100,1,1,1,8,3,7900,1,53,97.0,0,0,2.16,1
79,1,18,1,0,1,4900,3,5,64.0,0,2,0.22,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
98,1,24,1,0,6,30000,2,43,88.0,0,2,2.35,1
100,1,307,1,0,5,23200,2,22,92.0,0,2,1.24,1
100,1,4,1,0,4,13000,2,77,87.0,0,1,2.89,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
100,1,2,1,4,3,15000,1,84,97.0,0,2,6.9,1
100,1,2,1,8,5,10000,1,46,90.0,0,0,9.45,1
100,1,2,0,0,2,12900,1,28,96.0,0,0,2.06,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
100,0,12,1,0,2,17500,5,12,98.0,0,2,0.18,1
100,0,11,1,0,4,11900,1,45,87.0,1,2,2.13,1
100,1,15,1,0,4,24500,2,47,97.0,1,2,3.07,1
100,0,1,0,0,1,8800,1,91,77.0,0,1,5.66,1
100,1,1,1,0,2,11000,2,120,95.0,0,2,2.03,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,1,1,1,4,2,11500,2,45,98.0,0,0,3.9,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,1,1,1,0,4,17000,2,30,97.0,0,1,5.77,1
100,1,7,1,0,2,6000,2,32,78.0,0,2,5.33,1
100,1,2,1,8,4,15900,2,41,94.0,0,1,0.86,1
100,1,20,1,4,4,9900,1,92,85.0,1,2,2.87,1
100,1,3,1,0,2,7000,2,72,79.0,0,1,1.93,1
100,1,6,1,0,2,12500,2,85,98.0,0,1,3.65,1
92,0,8,1,2,6,20000,2,32,79.0,1,2,0.82,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
96,1,313,1,0,5,27900,3,14,90.0,0,1,1.11,1
100,1,7,1,0,3,9900,1,242,80.0,1,0,8.33,1
99,1,30,0,0,8,15500,1,26,82.0,0,2,2.69,1
100,1,20,1,4,4,9900,1,92,85.0,1,2,2.87,1
100,1,2,1,0,3,26500,2,42,96.0,1,1,7.16,1
100,0,1,1,8,2,7500,2,37,91.0,0,1,0.61,1
94,0,5,1,0,4,22500,3,13,100.0,0,3,0.18,1
89,1,558,1,0,2,18500,2,7,84.0,0,3,0.19,1
100,0,2,0,8,3,6500,1,14,80.0,1,0,5.12,1
90,1,1,1,0,6,16000,4,30,93.0,0,1,1.78,1
100,1,6,1,1,4,6500,1,156,86.0,1,1,4.53,1
100,1,1,1,0,3,25900,2,33,97.0,0,0,1.48,1
100,1,52,1,0,2,16000,7,7,97.0,0,2,0.72,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,1,20,1,8,2,6400,1,41,80.0,1,2,1.65,1
97,1,1,1,0,2,4600,2,31,75.0,0,1,1.84,1
92,1,1,1,8,2,10500,2,21,91.0,0,2,3.46,1
96,1,313,1,0,3,21900,3,6,97.0,0,1,0.24,1
100,1,1,1,0,2,20000,3,28,93.0,1,1,1.96,1
100,1,2,1,8,2,7500,1,20,97.0,0,1,0.87,1
100,1,7,1,0,4,19500,3,47,95.0,0,2,0.54,1
100,1,1,1,9,4,8500,1,27,97.0,0,1,4.43,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
100,1,4,1,8,2,6500,2,62,91.0,0,0,2.33,1
100,1,1,1,0,4,14700,3,132,94.0,0,2,3.45,1
90,1,1,1,0,6,37500,2,98,99.0,1,1,3.9,1
100,0,1,1,0,4,42500,7,15,96.0,0,2,1.32,1
100,1,18,1,8,2,9900,1,81,86.0,1,2,6.62,1
100,1,1,1,0,2,18400,3,9,100.0,0,0,0.19,1
100,0,1,1,8,2,12000,2,91,87.0,1,2,3.55,1
100,0,1,1,0,2,17500,4,62,89.0,1,2,1.29,1
98,1,24,1,0,6,23500,2,37,89.0,0,2,1.87,1
100,1,1,1,8,2,8900,1,6,93.0,0,0,0.5,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
97,1,1,1,0,2,4600,2,31,75.0,0,1,1.84,1
100,0,1,1,0,2,5000,1,4,60.0,0,1,0.73,1
95,1,6,1,8,2,6500,30,36,87.0,0,2,1.69,1
100,1,6,1,0,4,30600,1,192,97.0,0,2,4.72,1
100,1,2,1,0,1,4000,1,101,96.0,1,1,4.57,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
100,1,1,1,0,4,4500,1,38,85.0,0,1,8.03,1
100,1,6,0,0,8,17900,1,34,83.0,1,1,2.33,1
100,1,1,0,0,6,14000,2,30,96.0,0,1,6.16,1
100,1,7,1,0,2,6000,2,37,84.0,0,2,7.3,1
100,1,5,1,0,1,5600,3,20,86.0,0,1,0.51,1
100,1,4,1,8,2,9500,1,226,89.0,0,2,5.62,1
100,1,2,1,0,2,13000,2,29,92.0,1,2,2.27,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,0,1,1,0,2,22000,1,82,94.0,0,2,3.1,1
96,1,313,1,0,3,28500,3,4,80.0,0,1,0.63,1
100,1,2,0,0,3,11400,2,127,97.0,1,2,5.08,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
97,1,21,1,0,3,19900,2,14,88.0,0,1,3.68,1
100,1,3,0,4,4,16000,2,41,85.0,1,2,5.57,1
100,1,2,1,8,4,12500,1,132,97.0,0,2,2.61,1
100,0,11,1,0,4,10900,1,58,88.0,0,2,4.55,1
94,1,18,1,0,2,15000,1,54,77.0,0,1,2.35,1
94,0,5,1,0,4,22500,3,13,100.0,0,3,0.18,1
100,1,2,1,0,2,11500,2,91,95.0,0,1,3.39,1
92,0,8,1,2,6,27500,2,29,91.0,1,2,0.72,1
100,0,4,1,0,1,3800,2,5,60.0,1,0,2.78,1
100,1,1,1,0,4,21500,2,27,96.0,0,2,1.88,1
100,1,307,1,0,7,21800,2,7,89.0,0,2,0.63,1
100,1,1,1,0,4,20000,2,5,88.0,1,0,0.42,1
100,1,2,1,0,1,8400,1,133,96.0,1,1,9.32,1
100,1,7,1,0,2,6000,2,35,87.0,0,2,5.61,1
100,1,2,1,8,1,5700,1,17,94.0,0,0,0.48,1
100,1,2,1,0,6,19000,2,39,88.0,0,1,1.53,1
100,1,2,1,0,2,7500,1,178,92.0,0,0,6.36,1
100,1,1,1,0,2,9800,1,4,70.0,0,0,0.27,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
91,0,11,1,0,6,37900,2,14,90.0,0,2,2.15,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
100,1,13,1,8,2,6600,1,80,90.0,0,2,2.21,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
95,1,3,1,8,2,6500,2,8,93.0,0,1,0.63,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
100,1,7,1,0,2,6000,2,35,87.0,0,2,5.61,1
100,1,1,1,0,2,25000,1,58,91.0,0,2,2.26,1
100,1,2,1,0,2,16500,2,43,97.0,0,2,4.33,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
100,1,1,1,8,2,7500,2,41,98.0,0,0,2.62,1
100,0,3,1,0,1,5500,2,3,73.0,0,0,1.5,1
100,1,6,0,0,2,6500,1,58,83.0,1,1,3.33,1
100,1,7,1,0,8,32900,1,38,89.0,1,2,2.98,1
100,1,2,1,0,2,8500,2,91,96.0,0,1,2.29,1
100,1,2,1,0,2,16500,2,43,97.0,0,2,4.33,1
100,1,9,1,0,10,22500,1,49,93.0,0,2,2.99,1
100,1,2,1,8,5,7500,1,18,81.0,0,0,8.06,1
100,0,1,1,0,2,20000,1,55,97.0,1,0,11.3,1
80,1,2,0,0,5,6500,4,10,84.0,0,2,1.76,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
100,1,1,0,0,6,21200,2,63,91.0,1,1,4.06,1
100,1,4,1,0,5,8000,3,11,84.0,0,2,3.79,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
96,1,313,1,0,5,27900,3,14,90.0,0,1,1.11,1
100,1,1,1,4,3,3500,1,49,88.0,0,2,6.77,1
90,1,1,1,0,3,9500,1,53,99.0,0,2,2.07,1
100,1,13,1,0,2,12500,1,281,92.0,1,2,7.08,1
98,1,24,0,0,2,20000,2,28,93.0,0,2,0.96,1
100,1,1,1,9,4,8500,1,27,97.0,0,1,4.43,1
99,1,2,1,0,2,6900,1,158,85.0,0,0,7.67,1
100,1,1,1,0,4,22000,2,72,96.0,0,2,6.22,1
100,0,2,1,0,4,25000,10,38,93.0,0,2,1.05,1
100,1,3,1,4,1,8800,28,184,96.0,0,1,7.55,1
100,1,1,0,0,8,80000,5,26,98.0,0,2,0.97,1
100,1,2,1,0,2,11500,2,91,95.0,0,1,3.39,1
90,1,1,1,0,6,37500,2,98,99.0,1,1,3.9,1
100,1,11,1,8,2,5000,2,111,87.0,1,1,2.97,1
100,0,1,1,0,3,8900,1,320,88.0,0,1,8.73,1
100,1,5,1,8,1,9800,1,184,91.0,0,1,3.09,1
100,0,2,1,1,2,7500,1,16,87.0,0,1,0.39,1
100,0,2,1,1,2,7500,1,16,87.0,0,1,0.39,1
100,1,4,0,8,2,5900,1,70,91.0,1,2,2.53,1
100,1,13,1,0,4,29500,3,33,86.0,0,2,1.36,1
97,1,21,1,0,3,19900,2,14,88.0,0,1,3.68,1
96,1,313,1,0,5,36300,3,7,73.0,0,1,0.45,1
100,1,4,1,8,2,6500,2,62,91.0,0,0,2.33,1
100,1,4,1,0,4,31000,1,87,94.0,0,1,5.34,1
100,0,3,0,0,2,6500,1,153,91.0,0,1,14.34,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
100,1,2,1,8,4,15900,2,41,94.0,0,1,0.86,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,1,1,1,0,2,9500,1,45,95.0,0,2,4.05,1
100,1,5,1,0,1,6500,1,35,87.0,0,2,9.05,1
100,1,13,1,0,2,12500,1,281,92.0,1,2,7.08,1
96,1,313,1,0,3,28500,3,4,80.0,0,1,0.63,1
100,0,2,1,0,4,17500,2,54,94.0,0,2,4.44,1
100,1,6,0,0,2,6500,1,58,83.0,1,1,3.33,1
100,1,1,1,0,2,11000,2,120,95.0,0,2,2.03,1
100,0,1,1,4,2,15000,2,16,93.0,0,2,2.03,1
98,1,22,1,0,8,41700,4,39,90.0,0,2,1.3,1
100,0,1,1,8,2,12000,2,91,87.0,1,2,3.55,1
100,1,2,1,8,3,13500,2,68,93.0,0,1,2.35,1
100,1,2,1,0,3,12000,1,174,95.0,0,1,8.49,1
90,1,1,1,0,2,11500,1,54,88.0,1,2,3.58,1
100,1,6,1,8,2,12800,1,78,92.0,1,2,4.8,1
91,0,11,1,0,2,24900,2,4,65.0,0,2,0.59,1
100,0,1,1,0,4,15000,2,9,98.0,0,1,0.36,1
100,1,2,1,0,5,22500,3,5,100.0,0,2,0.42,1
100,1,2,1,0,3,26500,2,42,96.0,1,1,7.16,1
100,1,1,1,0,2,20000,3,28,93.0,1,1,1.96,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
100,1,2,1,8,3,13500,2,68,93.0,0,1,2.35,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,1,2,1,8,4,12500,3,57,96.0,0,1,1.54,1
100,0,4,1,8,2,17900,2,15,83.0,0,0,1.33,1
96,1,313,1,0,3,28500,3,4,80.0,0,1,0.63,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,1,6,1,10,1,50000,1,26,94.0,0,2,0.65,1
100,1,5,1,0,4,25500,1,64,96.0,0,2,6.6,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
96,1,28,1,0,2,6900,2,6,70.0,1,2,0.33,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
100,1,2,1,0,3,22000,2,12,98.0,0,2,2.52,1
94,1,5,1,8,4,8800,1,109,87.0,1,1,3.82,1
100,1,1,1,4,3,3500,1,49,88.0,0,2,6.77,1
100,1,1,1,1,2,7500,2,63,97.0,0,0,2.62,1
100,1,1,1,0,4,23900,2,103,98.0,0,2,4.09,1
100,1,2,1,0,10,26900,1,24,90.0,1,1,3.87,1
89,1,558,1,0,3,24900,3,2,78.0,0,3,0.04,1
79,1,18,1,0,1,5200,5,3,73.0,0,2,0.12,1
100,0,4,1,8,2,17900,2,15,83.0,0,0,1.33,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,1,0,0,2,17500,1,39,93.0,0,2,1.61,1
100,1,2,1,0,7,39900,2,31,84.0,0,2,0.73,1
100,1,1,1,0,4,13000,2,59,99.0,0,1,4.55,1
100,1,2,1,8,4,12500,3,57,96.0,0,1,1.54,1
100,1,1,1,0,4,22000,2,72,96.0,0,2,6.22,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,1,2,1,0,3,4500,1,19,93.0,0,1,1.57,1
81,0,7,1,0,3,13500,1,15,75.0,0,2,0.53,1
100,0,37,1,0,5,28500,3,3,93.0,0,2,0.71,1
100,1,1,1,0,2,8000,1,59,97.0,1,0,1.66,1
100,0,1,1,0,2,25000,2,123,96.0,1,2,2.47,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,1,7,1,8,3,6300,1,232,97.0,1,0,6.48,1
100,1,18,1,8,2,9900,1,81,86.0,1,2,6.62,1
100,1,3,1,4,1,8800,28,184,96.0,0,1,7.55,1
100,1,4,0,0,4,6700,1,33,92.0,0,2,3.96,1
100,1,3,1,4,1,8800,28,184,96.0,0,1,7.55,1
100,1,4,1,0,6,29500,2,43,92.0,0,1,3.96,1
94,1,18,1,0,2,15000,1,54,77.0,0,1,2.35,1
100,1,1,1,8,3,7900,1,53,97.0,0,0,2.16,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
100,0,11,1,0,5,14400,2,13,75.0,0,2,2.5,1
100,1,1,1,0,4,4500,1,38,85.0,0,1,8.03,1
98,1,24,1,0,6,23500,2,37,89.0,0,2,1.87,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,1,18,1,8,2,9900,1,79,91.0,1,2,6.6,1
100,0,2,1,4,5,30000,2,24,96.0,0,2,1.42,1
100,0,5,1,8,4,6500,1,11,91.0,0,2,4.12,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
100,1,1,0,0,6,14000,2,30,96.0,0,1,6.16,1
100,1,4,1,0,4,26500,1,101,93.0,0,1,7.05,1
96,0,4,1,0,2,11900,2,80,83.0,0,2,3.05,1
100,1,1,1,0,2,18000,2,25,97.0,0,2,3.16,1
100,1,2,1,0,3,12000,1,174,95.0,0,1,8.49,1
100,1,3,0,4,4,16000,2,41,85.0,1,2,5.57,1
100,1,2,1,0,3,12000,1,174,95.0,0,1,8.49,1
100,1,1,1,0,2,19900,2,16,97.0,1,1,1.02,1
100,1,1,1,4,5,17500,1,94,93.0,0,1,3.09,1
100,0,12,1,4,2,17500,7,5,92.0,0,2,0.15,1
100,1,1,1,0,4,15000,1,97,92.0,0,2,6.77,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
100,1,1,1,0,2,20000,3,39,96.0,0,1,3.12,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
100,1,3,1,8,3,7900,2,55,93.0,1,2,0.9,1
100,1,2,1,0,6,29900,3,84,99.0,1,2,3.0,1
94,1,18,1,0,3,18400,2,29,79.0,0,1,1.01,1
100,1,13,1,8,2,6600,1,80,90.0,0,2,2.21,1
100,1,5,1,0,1,5600,3,16,89.0,0,1,0.36,1
100,1,2,1,0,1,8400,1,133,96.0,1,1,9.32,1
100,1,4,1,0,4,18100,1,71,95.0,1,1,5.92,1
100,1,15,1,0,4,24500,2,47,97.0,1,2,3.07,1
100,0,9,0,0,1,4800,5,4,65.0,0,1,0.35,1
100,0,11,1,0,4,12900,1,51,89.0,1,2,2.89,1
100,0,1,1,0,4,15000,2,9,98.0,0,1,0.36,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
100,1,1,1,4,8,21000,3,27,94.0,1,1,4.71,1
98,0,3,1,0,1,12500,1,27,85.0,0,1,4.66,1
100,1,1,1,0,4,12000,1,8,80.0,0,1,3.58,1
100,1,2,1,0,1,8400,1,133,96.0,1,1,9.32,1
90,0,1,1,0,2,12000,3,4,100.0,0,0,2.07,1
100,0,11,1,0,4,11900,1,45,87.0,1,2,2.13,1
50,1,2,1,8,2,7300,1,19,99.0,0,1,1.35,1
100,1,2,1,8,4,8900,1,42,82.0,0,1,8.29,1
97,1,4,0,0,3,24000,1,35,86.0,0,1,5.47,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
89,1,558,1,0,2,18500,2,7,84.0,0,3,0.19,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
100,1,1,1,8,10,15000,2,105,91.0,0,2,1.71,1
100,1,6,1,0,4,30600,1,192,97.0,0,2,4.72,1
100,1,6,1,0,2,12500,2,85,98.0,0,1,3.65,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,4,0,0,4,7500,1,43,89.0,0,2,4.81,1
100,1,16,1,2,10,37500,2,13,94.0,0,2,0.2,1
100,1,3,1,8,2,9000,2,139,93.0,1,1,6.77,1
90,1,1,1,4,2,25000,1,21,100.0,0,2,1.56,1
94,1,18,1,0,3,12800,1,52,77.0,0,1,2.66,1
100,1,4,1,0,1,8500,3,13,72.0,0,2,0.47,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
100,0,3,0,0,2,10500,1,184,88.0,0,1,11.48,1
100,1,2,1,0,2,11500,2,91,95.0,0,1,3.39,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,2,1,0,2,7500,1,178,92.0,0,0,6.36,1
100,1,1,1,0,2,8400,3,6,100.0,0,1,3.0,1
100,1,1,1,0,2,8300,2,51,93.0,0,0,3.76,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
100,1,1,1,0,2,19900,2,16,97.0,1,1,1.02,1
96,1,313,1,0,3,21900,3,6,97.0,0,1,0.24,1
100,1,2,1,8,4,15900,2,41,94.0,0,1,0.86,1
94,1,18,1,0,3,15000,1,67,74.0,0,1,2.36,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,0,1,0,0,5,25000,1,56,95.0,0,1,3.89,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
75,1,3,1,8,2,6500,2,23,74.0,1,2,1.36,1
100,0,1,1,1,4,13500,3,102,96.0,0,2,3.74,1
85,0,3,0,0,2,16500,1,111,87.0,0,2,5.78,1
100,1,4,1,8,2,6500,2,62,91.0,0,0,2.33,1
100,1,8,1,8,2,8000,1,13,91.0,1,0,4.15,1
96,1,313,1,0,3,28500,3,4,80.0,0,1,0.63,1
100,1,1,1,0,4,12000,1,8,80.0,0,1,3.58,1
100,1,13,1,0,2,12500,1,171,92.0,1,2,6.23,1
100,1,1,1,9,3,10000,1,3,93.0,1,0,3.0,1
100,0,11,1,0,2,8900,1,36,78.0,0,2,3.54,1
100,0,1,0,0,1,8800,1,91,77.0,0,1,5.66,1
94,1,18,1,0,3,15000,1,67,74.0,0,1,2.36,1
100,1,6,1,0,2,15700,2,96,98.0,0,2,2.41,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
100,1,7,1,0,2,6000,2,37,84.0,0,2,7.3,1
100,1,1,1,0,4,17000,2,30,97.0,0,1,5.77,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
90,0,1,1,0,2,12000,3,4,100.0,0,0,2.07,1
96,0,4,1,0,2,11900,2,80,83.0,0,2,3.05,1
100,1,7,1,0,4,9900,1,184,76.0,1,0,7.53,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,7,1,0,3,9900,1,71,79.0,1,0,6.07,1
89,1,558,1,0,6,45100,3,31,89.0,0,3,0.6,1
100,1,1,1,8,2,6000,2,117,92.0,0,1,3.22,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
100,1,3,1,0,2,7000,21,49,90.0,0,1,2.74,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
100,1,2,1,0,10,26900,1,24,90.0,1,1,3.87,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
56,0,1,1,0,1,3500,1,43,87.0,0,0,3.82,1
100,1,2,1,0,7,39900,2,31,84.0,0,2,0.73,1
100,1,1,1,8,4,30000,2,38,96.0,0,1,2.08,1
100,1,2,1,8,2,8900,1,53,95.0,0,2,3.53,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
100,1,15,1,0,4,24500,2,47,97.0,1,2,3.07,1
89,1,558,1,0,2,25900,2,9,89.0,0,3,0.33,1
100,0,2,1,0,4,15900,2,81,92.0,0,1,3.47,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
