host_response_rate,host_identity_verified,host_total_listings_count,is_location_exact,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
94,1,5,1,8,4,8800,1,109,87.0,1,1,3.82,1
100,0,8,0,8,2,6900,1,31,97.0,1,1,5.71,1
100,1,11,1,8,3,6500,1,194,88.0,1,2,2.89,1
100,0,12,1,0,3,18900,3,12,98.0,0,2,0.58,1
100,0,1,1,8,2,5800,1,12,87.0,0,1,4.29,1
100,1,2,1,11,4,17500,1,36,96.0,0,2,8.12,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
100,0,8,0,8,2,6900,1,31,97.0,1,1,5.71,1
99,1,2,0,0,2,6900,1,143,82.0,0,0,7.16,1
100,1,5,1,0,2,7200,3,7,66.0,0,1,0.18,1
100,1,3,1,0,4,18000,2,27,90.0,0,1,2.73,1
100,1,1,1,0,2,8000,1,59,97.0,1,0,1.66,1
94,1,5,1,8,4,8800,1,109,87.0,1,1,3.82,1
100,1,1,0,0,6,14000,2,30,96.0,0,1,6.16,1
100,0,4,1,0,1,3800,2,5,60.0,1,0,2.78,1
100,0,1,1,11,2,6000,4,11,73.0,1,1,4.93,1
100,0,1,1,8,2,5800,1,12,87.0,0,1,4.29,1
100,0,5,1,0,12,72500,3,15,96.0,0,2,0.26,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,1,6,1,0,2,15700,2,96,98.0,0,2,2.41,1
100,1,1,1,0,2,18400,3,9,100.0,0,0,0.19,1
100,1,2,1,0,3,4500,1,19,93.0,0,1,1.57,1
100,1,5,1,0,1,6500,1,35,87.0,0,2,9.05,1
50,1,2,1,8,2,7300,1,19,99.0,0,1,1.35,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
100,0,1,1,0,3,8900,1,320,88.0,0,1,8.73,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
100,1,3,1,0,2,7000,21,49,90.0,0,1,2.74,1
100,1,5,1,0,4,25500,1,64,96.0,0,2,6.6,1
98,0,3,1,0,1,12500,1,27,85.0,0,1,4.66,1
70,1,1,1,0,2,10000,1,29,97.0,0,1,1.6,1
100,1,20,1,8,3,6800,1,49,84.0,0,2,1.99,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,1,1,1,0,2,18400,3,9,100.0,0,0,0.19,1
100,1,3,1,11,2,9000,3,31,93.0,0,1,2.96,1
100,1,2,1,0,2,16500,2,43,97.0,0,2,4.33,1
100,1,6,0,0,2,6300,1,32,85.0,1,0,1.9,1
100,1,4,1,8,2,7700,1,226,86.0,0,2,5.64,1
100,1,17,1,0,4,8500,1,15,93.0,0,2,2.88,1
100,1,1,1,4,8,38300,1,57,86.0,1,2,4.22,1
100,0,2,1,0,2,4100,1,6,93.0,1,2,5.29,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
89,1,558,1,0,3,24900,3,2,78.0,0,3,0.04,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
100,1,1,1,0,2,23800,2,66,96.0,0,2,2.57,1
100,1,2,1,8,4,12500,3,57,96.0,0,1,1.54,1
100,1,2,1,8,1,7200,1,15,97.0,0,1,0.62,1
100,0,2,1,0,1,8500,3,1,80.0,0,1,0.04,1
100,1,7,1,0,2,6000,2,35,87.0,0,2,5.61,1
75,1,3,1,8,2,6500,2,23,74.0,1,2,1.36,1
100,1,1,1,0,4,10900,2,185,87.0,1,1,3.67,1
100,0,12,1,0,2,17500,5,12,98.0,0,2,0.18,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
71,1,363,1,4,4,22900,3,17,91.0,1,2,1.4,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
100,1,1,1,0,2,12500,6,67,91.0,0,1,1.87,1
100,1,2,1,4,1,8400,1,158,98.0,1,1,10.28,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
100,1,1,1,1,2,7900,1,34,95.0,0,1,5.67,1
100,1,2,1,0,8,39900,2,12,95.0,0,2,0.75,1
100,1,1,1,0,2,29000,1,15,97.0,0,1,0.63,1
100,1,1,1,0,4,10900,2,185,87.0,1,1,3.67,1
100,1,1,1,0,2,18000,2,25,97.0,0,2,3.16,1
95,1,6,1,8,2,6500,30,36,87.0,0,2,1.69,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
92,0,4,1,8,2,7500,3,38,89.0,1,1,2.07,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,1,1,8,2,9000,1,192,95.0,0,1,5.58,1
100,1,2,1,8,2,8900,1,53,95.0,0,2,3.53,1
100,1,13,1,8,2,6600,1,80,90.0,0,2,2.21,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,1,1,0,2,23800,2,66,96.0,0,2,2.57,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
100,1,2,1,11,3,19900,1,24,93.0,0,2,3.69,1
100,1,1,1,0,2,5800,1,10,96.0,0,0,4.55,1
100,1,1,0,0,2,14500,2,34,87.0,0,2,0.96,1
100,1,1,0,8,8,15000,3,21,88.0,0,0,1.58,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,1,1,0,3,25000,1,34,90.0,0,2,1.16,1
100,1,2,1,8,7,26000,2,35,94.0,0,2,1.87,1
100,1,7,1,0,2,6000,2,37,88.0,0,2,6.0,1
100,1,2,1,0,5,22500,3,5,100.0,0,2,0.42,1
100,1,5,1,8,1,12500,1,96,85.0,0,1,3.33,1
100,1,7,1,0,2,7500,1,404,78.0,1,1,5.87,1
100,0,11,1,0,4,13500,1,7,47.0,0,2,1.62,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,1,1,1,8,2,9000,1,192,95.0,0,1,5.58,1
100,1,7,1,0,2,9900,1,174,75.0,1,0,7.7,1
100,1,3,1,1,2,10000,1,123,98.0,0,0,3.53,1
100,1,2,1,11,3,19900,1,24,93.0,0,2,3.69,1
100,1,8,0,8,2,7500,1,32,97.0,1,0,2.32,1
100,1,1,1,0,2,29000,1,15,97.0,0,1,0.63,1
100,1,1,1,0,3,12300,1,34,87.0,0,1,5.15,1
100,1,11,1,8,2,5000,2,111,87.0,1,1,2.97,1
100,1,1,1,8,2,12000,2,48,98.0,0,1,3.0,1
100,1,1,1,0,2,13900,1,49,100.0,0,0,2.55,1
100,1,3,1,0,2,6000,3,30,95.0,0,2,2.15,1
100,1,2,1,8,7,26000,2,35,94.0,0,2,1.87,1
100,0,1,0,0,5,25000,1,56,95.0,0,1,3.89,1
70,0,1,0,8,3,12900,1,2,60.0,0,0,0.56,1
100,1,307,1,0,5,18300,2,11,95.0,0,2,0.69,1
92,1,1,1,8,2,10500,2,21,91.0,0,2,3.46,1
100,1,5,1,8,1,12500,1,96,85.0,0,1,3.33,1
100,1,2,1,0,4,45000,2,19,100.0,0,1,3.31,1
100,1,1,1,0,2,20000,1,80,94.0,0,2,2.73,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
100,1,1,0,0,2,17500,1,39,93.0,0,2,1.61,1
100,1,2,1,0,2,7500,1,178,92.0,0,0,6.36,1
100,1,6,0,0,2,6300,1,45,82.0,1,1,2.49,1
100,0,1,1,0,2,27500,2,18,93.0,0,2,1.49,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
100,1,6,1,10,1,50000,1,26,94.0,0,2,0.65,1
100,1,13,1,0,2,12500,1,244,88.0,1,2,6.13,1
100,1,3,1,0,2,7000,1,121,90.0,1,2,6.1,1
100,1,1,1,0,3,15000,1,96,98.0,0,1,2.49,1
92,0,8,1,2,6,27500,2,29,91.0,1,2,0.72,1
100,1,1,1,1,2,7500,2,63,97.0,0,0,2.62,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,1,1,1,0,4,21000,2,41,94.0,0,1,1.25,1
100,1,11,1,8,4,6500,1,291,87.0,1,2,3.83,1
100,1,1,1,8,2,10500,1,58,96.0,0,1,3.15,1
100,1,7,1,0,8,32900,1,38,89.0,1,2,2.98,1
100,1,1,1,0,4,10000,1,46,85.0,1,1,2.13,1
100,0,2,1,0,2,11000,1,76,86.0,0,1,3.12,1
100,0,12,1,0,4,24900,3,11,98.0,0,2,0.6,1
100,1,11,1,8,3,5500,1,241,88.0,1,2,3.3,1
100,0,11,1,0,5,14400,2,13,75.0,0,2,2.5,1
100,0,11,1,0,4,12900,1,51,89.0,1,2,2.89,1
98,1,22,1,0,8,41700,4,39,90.0,0,2,1.3,1
100,1,1,0,0,2,25000,1,21,77.0,0,2,1.44,1
100,1,1,1,0,2,17900,2,24,90.0,0,0,1.03,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
100,1,5,1,0,1,6500,1,35,87.0,0,2,9.05,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,1,15,1,0,4,19900,3,67,98.0,1,2,4.95,1
100,1,1,1,0,4,13000,2,59,99.0,0,1,4.55,1
98,1,5,1,8,16,12500,1,24,91.0,0,2,2.07,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
90,1,1,1,0,2,16500,5,37,94.0,0,2,1.26,1
90,0,1,1,0,2,12000,3,4,100.0,0,0,2.07,1
100,1,4,1,0,2,12000,2,38,82.0,0,2,1.43,1
95,1,3,1,8,2,6500,2,8,93.0,0,1,0.63,1
100,0,9,0,0,1,4800,5,4,65.0,0,1,0.35,1
100,1,7,1,0,8,32900,1,38,89.0,1,2,2.98,1
89,1,558,1,0,2,18500,2,7,84.0,0,3,0.19,1
100,0,1,1,8,2,7500,2,37,91.0,0,1,0.61,1
100,1,1,1,0,4,17000,2,30,97.0,0,1,5.77,1
100,1,2,1,8,5,7500,1,18,81.0,0,0,8.06,1
71,1,363,1,0,2,19900,3,17,86.0,1,2,1.52,1
100,1,1,1,4,2,11500,2,45,98.0,0,0,3.9,1
100,0,1,1,0,4,16000,2,3,93.0,0,2,0.29,1
92,0,4,1,8,2,7500,3,40,91.0,1,0,2.38,1
100,0,2,1,0,4,17500,2,54,94.0,0,2,4.44,1
100,1,4,1,0,2,7500,1,150,97.0,1,0,6.2,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
91,0,11,1,0,2,18900,2,15,97.0,0,2,1.72,1
100,1,1,1,0,2,17900,2,24,90.0,0,0,1.03,1
100,1,20,1,0,6,9900,2,72,85.0,1,2,3.04,1
100,1,5,1,8,3,9300,3,97,95.0,0,1,3.25,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,3,1,4,1,8800,28,184,96.0,0,1,7.55,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
100,1,1,1,0,3,15000,1,19,93.0,0,2,1.47,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,3,1,1,2,10000,1,123,98.0,0,0,3.53,1
100,1,2,1,8,2,7500,1,20,97.0,0,1,0.87,1
100,1,13,1,8,2,6800,1,109,91.0,0,2,3.09,1
100,1,1,1,0,2,23800,2,66,96.0,0,2,2.57,1
100,1,1,1,0,4,12000,1,8,80.0,0,1,3.58,1
100,1,2,1,0,3,12500,1,140,94.0,0,2,6.37,1
100,0,3,1,0,4,32500,3,12,85.0,0,2,0.71,1
100,0,11,1,0,4,14900,2,40,83.0,0,2,3.25,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
100,1,1,1,0,2,24500,3,60,98.0,1,2,2.24,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
100,0,12,1,0,4,24900,3,11,98.0,0,2,0.6,1
100,1,1,1,4,5,17500,1,94,93.0,0,1,3.09,1
100,0,1,1,8,2,7500,2,37,91.0,0,1,0.61,1
100,1,2,1,0,2,17500,2,92,90.0,0,2,1.66,1
96,1,2,1,0,3,11500,2,43,85.0,0,2,1.45,1
100,0,1,1,8,2,5800,1,12,87.0,0,1,4.29,1
100,1,1,1,0,3,12300,1,34,87.0,0,1,5.15,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
100,1,2,1,0,1,10500,1,56,93.0,0,0,2.5,1
75,1,3,1,8,2,6500,2,15,73.0,1,2,0.89,1
100,1,5,1,0,2,7500,1,22,94.0,1,2,1.69,1
96,1,28,1,0,2,6900,2,6,70.0,1,2,0.33,1
100,1,1,1,8,2,20000,1,8,95.0,0,0,0.57,1
100,1,16,1,2,4,21200,2,12,90.0,0,2,0.41,1
100,1,13,1,0,2,13500,1,236,87.0,1,2,6.45,1
100,1,4,0,8,2,5900,1,70,91.0,1,2,2.53,1
91,0,11,1,0,6,37900,2,14,90.0,0,2,2.15,1
100,1,4,0,0,3,6400,1,36,91.0,0,2,3.75,1
100,1,2,1,0,4,19900,3,166,94.0,0,2,2.57,1
81,0,7,1,0,4,16500,1,19,92.0,0,2,1.06,1
100,1,1,1,4,4,30500,3,23,92.0,1,2,1.09,1
91,0,11,1,0,2,22900,2,8,80.0,0,2,1.06,1
100,1,1,1,0,2,18000,2,25,97.0,0,2,3.16,1
100,1,2,1,4,4,69900,1,36,86.0,0,2,1.41,1
100,1,1,1,0,2,5800,1,10,96.0,0,0,4.55,1
100,0,11,1,0,4,11900,1,45,87.0,1,2,2.13,1
89,1,558,1,0,2,25900,2,2,60.0,0,3,0.08,1
100,1,1,1,0,2,13900,1,49,100.0,0,0,2.55,1
100,1,1,1,8,4,30000,2,38,96.0,0,1,2.08,1
100,1,307,1,0,7,21800,2,7,89.0,0,2,0.63,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
100,1,2,1,0,2,9000,1,43,97.0,0,0,1.38,1
100,1,2,1,0,2,16500,2,43,97.0,0,2,4.33,1
100,1,2,1,4,2,10300,1,28,94.0,0,1,12.73,1
100,1,6,1,0,2,15700,2,96,98.0,0,2,2.41,1
100,1,1,1,0,3,13900,3,38,76.0,1,2,1.09,1
89,1,558,1,0,2,26900,3,5,90.0,0,3,0.09,1
96,1,313,1,0,5,36300,3,22,91.0,0,1,0.73,1
100,1,2,1,8,1,5700,1,17,94.0,0,0,0.48,1
71,1,363,1,4,2,26900,3,4,95.0,1,2,0.79,1
100,1,3,1,0,6,27500,3,28,95.0,0,2,1.83,1
90,1,3,0,0,4,26000,1,9,80.0,0,0,1.36,1
100,1,1,0,8,8,15000,3,21,88.0,0,0,1.58,1
100,1,11,1,8,2,5000,2,111,87.0,1,1,2.97,1
100,1,20,1,4,4,9900,2,30,87.0,1,2,2.72,1
56,0,1,1,0,1,3500,1,43,87.0,0,0,3.82,1
100,1,1,0,4,2,13900,1,1,80.0,0,1,0.94,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,1,1,1,0,2,8400,3,6,100.0,0,1,3.0,1
90,1,1,1,0,2,16500,5,37,94.0,0,2,1.26,1
100,1,2,1,0,2,13500,2,152,94.0,1,2,3.75,1
100,0,11,1,0,4,14900,1,101,88.0,0,2,3.24,1
100,1,1,1,0,2,17900,2,24,90.0,0,0,1.03,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,52,1,0,2,16000,7,7,97.0,0,2,0.72,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
100,0,11,1,0,4,14900,2,40,83.0,0,2,3.25,1
100,1,4,1,0,4,18100,1,71,95.0,1,1,5.92,1
100,1,2,1,0,7,39900,2,31,84.0,0,2,0.73,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,0,4,1,8,2,17900,2,15,83.0,0,0,1.33,1
100,1,2,0,0,2,9500,1,32,97.0,0,1,4.87,1
100,0,11,1,0,4,13500,1,7,47.0,0,2,1.62,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,2,1,8,4,12500,1,132,97.0,0,2,2.61,1
100,1,4,1,0,2,6000,1,169,98.0,1,0,6.94,1
71,1,363,1,4,4,22900,3,17,91.0,1,2,1.4,1
100,0,12,1,0,4,24900,3,11,98.0,0,2,0.6,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
100,1,7,0,0,4,25000,1,2,80.0,0,2,0.44,1
100,1,3,1,0,2,7000,1,121,90.0,1,2,6.1,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
75,1,3,1,8,2,6500,2,23,74.0,1,2,1.36,1
100,1,1,1,8,5,6900,3,160,98.0,0,2,2.66,1
100,1,2,1,0,5,22500,3,5,100.0,0,2,0.42,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
97,1,11,1,0,3,17500,3,13,80.0,0,2,0.47,1
100,1,2,1,8,4,15900,2,41,94.0,0,1,0.86,1
100,1,1,1,0,2,21000,3,8,95.0,0,1,2.31,1
95,1,2,1,0,3,15900,1,14,86.0,0,0,9.55,1
100,0,1,1,4,2,15000,2,16,93.0,0,2,2.03,1
90,1,1,1,0,2,11500,1,54,88.0,1,2,3.58,1
97,1,11,1,0,4,23500,3,34,96.0,0,2,1.33,1
85,0,3,0,0,2,16500,1,111,87.0,0,2,5.78,1
100,1,1,1,4,2,11500,2,45,98.0,0,0,3.9,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,1,4,1,0,4,13000,2,77,87.0,0,1,2.89,1
100,1,18,1,8,2,9900,1,24,88.0,1,2,15.0,1
100,1,2,1,0,1,8000,1,12,80.0,0,2,0.37,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
100,1,1,1,0,2,8400,3,6,100.0,0,1,3.0,1
100,1,6,1,0,4,30600,1,192,97.0,0,2,4.72,1
100,0,11,1,0,4,14900,1,101,88.0,0,2,3.24,1
88,1,1,1,0,3,19900,7,6,97.0,1,2,3.75,1
98,1,24,1,0,6,23500,2,37,89.0,0,2,1.87,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
100,1,1,1,0,4,14700,3,132,94.0,0,2,3.45,1
100,1,16,1,2,4,21200,2,12,90.0,0,2,0.41,1
100,1,7,1,0,3,9900,1,71,79.0,1,0,6.07,1
79,1,18,1,0,1,5200,5,3,73.0,0,2,0.12,1
100,1,1,1,8,2,20000,1,8,95.0,0,0,0.57,1
100,1,9,1,0,7,19900,1,24,88.0,0,2,1.83,1
100,1,1,1,0,2,20000,1,80,94.0,0,2,2.73,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
90,0,1,0,0,4,13500,3,2,90.0,0,0,0.69,1
97,1,11,1,0,3,17500,3,13,80.0,0,2,0.47,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
100,1,1,1,0,4,22000,2,72,96.0,0,2,6.22,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
100,1,7,1,0,2,6000,2,35,87.0,0,2,5.61,1
100,1,1,1,0,2,9500,1,80,98.0,0,1,4.87,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
100,1,4,1,0,5,8000,3,11,84.0,0,2,3.79,1
100,1,1,1,8,2,10500,1,58,96.0,0,1,3.15,1
99,1,30,0,0,8,20000,1,24,96.0,0,2,4.16,1
90,1,1,1,0,6,16000,4,30,93.0,0,1,1.78,1
71,1,363,1,0,2,19900,3,17,86.0,1,2,1.52,1
96,0,4,1,0,2,9900,2,8,80.0,0,2,1.09,1
100,1,8,1,0,2,8000,1,19,94.0,1,0,6.55,1
71,1,1,1,0,2,14000,2,24,88.0,0,2,2.17,1
100,0,3,1,0,1,5500,2,3,73.0,0,0,1.5,1
100,1,7,1,8,3,8300,1,231,96.0,1,0,6.23,1
100,1,2,1,0,2,13500,2,152,94.0,1,2,3.75,1
100,1,2,1,0,3,26500,2,42,96.0,1,1,7.16,1
100,1,3,1,0,4,30000,30,15,89.0,0,0,0.25,1
100,1,1,0,0,2,14900,2,35,97.0,0,1,2.39,1
100,1,5,1,0,2,7500,1,22,94.0,1,2,1.69,1
100,1,7,1,0,3,9900,1,242,80.0,1,0,8.33,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
100,1,1,1,8,2,10500,1,58,96.0,0,1,3.15,1
100,1,1,1,0,4,13000,2,59,99.0,0,1,4.55,1
100,1,2,1,4,4,39000,1,30,95.0,0,1,1.24,1
100,1,1,1,8,2,7500,2,124,97.0,0,1,7.52,1
100,1,4,1,0,4,25000,1,84,95.0,0,1,2.6,1
100,1,1,1,0,4,14700,3,132,94.0,0,2,3.45,1
100,1,7,1,0,6,22500,3,138,92.0,0,2,2.24,1
99,1,30,0,0,8,20000,1,24,96.0,0,2,4.16,1
100,1,20,1,8,3,6800,1,49,84.0,0,2,1.99,1
100,0,3,1,0,2,10500,1,198,87.0,0,1,8.6,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,1,1,1,1,2,7900,1,34,95.0,0,1,5.67,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
100,1,11,1,8,3,6500,1,194,88.0,1,2,2.89,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
100,1,2,1,0,2,17500,2,92,90.0,0,2,1.66,1
100,1,7,0,0,4,25000,1,2,80.0,0,2,0.44,1
98,1,24,0,0,2,20000,2,28,93.0,0,2,0.96,1
100,1,7,1,0,2,9900,1,121,71.0,1,0,8.01,1
90,1,1,1,0,3,9500,1,53,99.0,0,2,2.07,1
100,1,1,1,8,5,6900,3,160,98.0,0,2,2.66,1
100,1,2,1,8,2,10000,1,62,97.0,0,0,4.39,1
100,1,9,1,0,7,19900,1,24,88.0,0,2,1.83,1
100,0,11,1,0,2,8900,1,36,78.0,0,2,3.54,1
81,0,7,1,0,4,16500,1,19,92.0,0,2,1.06,1
92,0,4,1,8,2,7500,3,38,89.0,1,1,2.07,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
100,1,11,1,8,3,5500,1,241,88.0,1,2,3.3,1
100,1,1,1,0,2,8000,1,31,97.0,0,1,2.06,1
100,1,3,1,0,3,9900,3,25,83.0,0,1,2.57,1
100,0,1,0,0,3,20000,2,22,93.0,0,1,1.87,1
100,1,2,1,0,8,39900,2,12,95.0,0,2,0.75,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
100,1,2,1,0,1,8100,1,17,96.0,1,2,2.67,1
100,1,5,1,0,4,25500,1,64,96.0,0,2,6.6,1
100,1,1,1,9,4,17500,2,312,92.0,1,2,5.85,1
100,1,13,1,0,2,12500,1,244,88.0,1,2,6.13,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
100,0,1,1,0,4,42500,7,15,96.0,0,2,1.32,1
100,0,1,1,0,1,3000,1,8,73.0,1,0,6.15,1
100,1,1,1,0,4,17000,2,30,97.0,0,1,5.77,1
100,0,1,1,0,2,5000,1,1,20.0,0,0,0.08,1
100,1,11,1,0,4,20000,1,25,95.0,0,2,1.66,1
100,1,1,1,4,2,11500,2,45,98.0,0,0,3.9,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,0,1,1,1,4,13500,3,102,96.0,0,2,3.74,1
100,1,11,1,8,3,5500,1,241,88.0,1,2,3.3,1
100,1,5,0,0,6,17500,1,21,95.0,1,2,4.17,1
100,1,2,1,0,3,22000,2,12,98.0,0,2,2.52,1
100,0,1,1,0,2,22000,1,82,94.0,0,2,3.1,1
96,1,313,1,0,5,36300,3,12,92.0,0,1,0.4,1
100,1,1,1,9,4,8500,1,27,97.0,0,1,4.43,1
100,0,1,0,0,3,20000,2,22,93.0,0,1,1.87,1
100,1,1,1,8,2,4500,1,47,83.0,1,1,3.7,1
100,1,1,1,0,4,21500,2,27,96.0,0,2,1.88,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
100,1,7,1,0,2,9900,1,121,71.0,1,0,8.01,1
100,0,11,1,0,4,14900,1,101,88.0,0,2,3.24,1
100,1,1,1,4,8,21000,3,27,94.0,1,1,4.71,1
100,0,2,1,0,4,25000,10,38,93.0,0,2,1.05,1
92,1,2,1,0,4,18700,1,21,92.0,1,2,6.77,1
98,0,3,1,0,1,12500,1,27,85.0,0,1,4.66,1
100,1,18,1,0,2,9900,1,17,88.0,1,2,11.59,1
100,1,2,1,4,4,69900,1,36,86.0,0,2,1.41,1
99,1,30,0,0,8,20000,1,24,96.0,0,2,4.16,1
100,1,1,0,8,8,15000,3,21,88.0,0,0,1.58,1
100,0,11,1,0,3,9900,1,49,88.0,1,2,1.74,1
100,1,7,1,8,3,8300,1,231,96.0,1,0,6.23,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
100,1,3,1,0,2,9000,3,38,98.0,0,1,3.52,1
97,1,4,1,0,4,10700,2,78,89.0,0,2,6.7,1
97,1,21,1,0,3,19900,2,14,88.0,0,1,3.68,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
100,1,1,1,0,2,18900,1,173,92.0,1,2,4.96,1
100,1,4,1,0,6,29500,2,43,92.0,0,1,3.96,1
100,1,1,1,0,2,8400,3,6,100.0,0,1,3.0,1
100,1,20,1,4,4,9900,1,92,85.0,1,2,2.87,1
100,1,4,1,1,2,6000,1,8,95.0,0,2,0.52,1
100,1,1,1,0,2,8000,1,31,97.0,0,1,2.06,1
100,1,2,1,11,3,19900,1,24,93.0,0,2,3.69,1
100,1,18,1,8,2,9900,1,24,88.0,1,2,15.0,1
100,0,1,1,1,4,13500,3,102,96.0,0,2,3.74,1
100,0,1,1,0,2,9500,3,10,94.0,0,0,1.71,1
100,1,2,1,8,5,7500,1,18,81.0,0,0,8.06,1
100,1,1,1,8,4,30000,2,38,96.0,0,1,2.08,1
90,1,1,1,0,2,16500,5,37,94.0,0,2,1.26,1
89,1,558,1,0,2,18500,2,7,84.0,0,3,0.19,1
100,1,11,1,8,3,6500,1,194,88.0,1,2,2.89,1
100,1,2,1,0,3,12000,1,174,95.0,0,1,8.49,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
100,1,4,1,0,2,6000,1,280,96.0,1,0,7.07,1
100,1,1,1,0,2,5600,1,115,95.0,0,0,7.99,1
100,1,1,1,0,4,23900,1,85,95.0,0,2,5.67,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
